event_id,title,description,long_description,city,region,venue,start_date,end_date,tags
79313067,Avec l'ADIE je finance mon projet d'entreprise *** réservé BLANCARDE***,Présentation de l'ADIE et ces dispositifs de micro crédit,<p>Présentation de l'ADIE et ces dispositifs de micro crédit</p>,Marseille,Provence-Alpes-Côte d'Azur,Marseille - Agence BLANCARDE,2026-06-18T09:30:00+00:00,2026-06-18T10:00:00+00:00,
17769932,Avec l'ADIE je finance mon projet d'entreprise *** réservé BLANCARDE***,Présentation de l'ADIE et ces dispositifs de micro crédit,<p>Présentation de l'ADIE et ces dispositifs de micro crédit</p>,Marseille,Provence-Alpes-Côte d'Azur,Marseille - Agence BLANCARDE,2026-06-18T09:00:00+00:00,2026-06-18T09:30:00+00:00,
12228026,Avec l'ADIE je finance mon projet d'entreprise *** réservé BLANCARDE***,Présentation de l'ADIE et ces dispositifs de micro crédit,<p>Présentation de l'ADIE et ces dispositifs de micro crédit</p>,Marseille,Provence-Alpes-Côte d'Azur,Marseille - Agence BLANCARDE,2026-06-18T08:30:00+00:00,2026-06-18T09:00:00+00:00,
50348920,Accompagnement à la création d'entreprise - Choisir son statut pour se lancer à son compte - NUMBR,Cet atelier s'adresse aux porteurs de projets souhaitant se lancer dans une activité indépendante.,"<p>Cet atelier s'adresse aux porteurs de projets souhaitant se lancer dans une activité indépendante.</p> <p>Les différents statuts juridiques possibles et leurs spécificités (juridique, fiscal et social), Le fonctionnement de la TVA, les seuils applicables et les obligations déclaratives, Les obligations liées à chaque statut et les bonnes pratiques pour démarrer sereinement. Nous présentons également l'accompagnement proposé par Numbr pour les indépendants, ainsi que notre outil dédié (Tiime) pour gére</p>",Marseille,Provence-Alpes-Côte d'Azur,Marseille - Agence BLANCARDE,2026-06-18T08:30:00+00:00,2026-06-18T11:00:00+00:00,
22084281,Avec l'ADIE je finance mon projet d'entreprise *** réservé BLANCARDE***,Présentation de l'ADIE et ces dispositifs de micro crédit,<p>Présentation de l'ADIE et ces dispositifs de micro crédit</p>,Marseille,Provence-Alpes-Côte d'Azur,Marseille - Agence BLANCARDE,2026-06-18T08:00:00+00:00,2026-06-18T08:30:00+00:00,
55760407,Entreprendre et s'insérer: optimiser son lancement - au CARBURATEUR,L'agence Pôle emploi Cap Pinède a le plaisir de vous inviter à son évènement porté sur la création d'entreprise au CARBURATEUR.,"<p>L'agence Pôle emploi Cap Pinède a le plaisir de vous inviter à son évènement porté sur la création d'entreprise au CARBURATEUR. Ce moment de convivialité nous permettra de vous informer sur: Les opportunités d'accompagnement pour votre projet Les aides pour vos futurs recrutements L'optimisation de l'embauche en tant que futur ou nouvel employeur. Bien déclarer votre activité à France Travail Impatients de vous retrouver, La Team Créa Cap Pinède !</p> <p>Nous vous attendons à 9h au Carburateur au 211</p>",Marseille,Provence-Alpes-Côte d'Azur,Agence MARSEILLE CAP PINEDE,2026-06-11T08:00:00+00:00,2026-06-11T10:00:00+00:00,
79081199,Rencontre Nos Quartiers ont du Talent !,"Vous êtes jeune, motivé(e) et en recherche d'un emploi, d'une alternance ou d'un accompagnement professionnel.","<p>Vous êtes jeune, motivé(e) et en recherche d'un emploi, d'une alternance ou d'un accompagnement professionnel. Nos Quartiers ont du Talent (NQT) vient à votre rencontre pour vous présenter son dispositif de mentorat vers l'emploi, dédié aux jeunes diplômés ou en devenir. Viens avec ta motivation, repars avec des perspectives !</p> <p>Découverte de l'association NQT et de ses actions Présentations du parrainage par des professionnels bénévoles Echanges directs avec des acteurs engagés pour votre insert</p>",Marseille,Provence-Alpes-Côte d'Azur,Marseille - Agence CHATEAU-GOMBERT,2026-06-09T09:00:00+00:00,2026-06-09T11:00:00+00:00,
95671434,Création d'entreprise : toutes les infos utiles! au Carburateur.,L'agence FRANCE TRAVAIL Cap Pinède a le plaisir de vous inviter à son évènement porté sur la création d'entreprise au CARBURATEUR.,"<p>L'agence FRANCE TRAVAIL Cap Pinède a le plaisir de vous inviter à son évènement porté sur la création d'entreprise au CARBURATEUR. Ce moment de convivialité nous permettra de vous informer sur votre Projet entrepreneurial. Impatients de vous retrouver, La Team Créa Cap Pinède !</p> <p>Nous vous attendons à 9h au Carburateur au 211 chemin de la madrague ville 13015 Marseille, pour une durée de 2h.</p>",Marseille,Provence-Alpes-Côte d'Azur,Agence MARSEILLE CAP PINEDE,2026-06-09T08:00:00+00:00,2026-06-09T10:00:00+00:00,
42878514,Visite du jardin et des rocailles de la villa Costa,La visite est réalisée par les propriétaires du lieu. Nous expliquons les origines de cette maison et son histoire. Nous mettons en valeur le travail des rocailleurs italiens Gagliardone qui ont les…,"<p>La visite est réalisée par les propriétaires du lieu. Nous expliquons les origines de cette maison et son histoire. Nous mettons en valeur le travail des rocailleurs italiens Gagliardone qui ont réalisé les trois façades. Bien entendu, aprés la visite guidée, les visiteurs peuvent promener librement dans le jardin.</p>",Marseille,Provence-Alpes-Côte d'Azur,Villa Costa 9 Traverse du Vallon de l'Ortignes 13007 Marseille,2026-06-05T07:30:00+00:00,2026-06-05T15:30:00+00:00,Monument historique;Jardin privé
91656597,Création d'entreprise - TRANSFORAMA,Présentation de l'offre TRANSFORAMA,<p>Présentation de l'offre TRANSFORAMA</p> <p>Accompagnement sur la création d'entreprise</p>,Marseille,Provence-Alpes-Côte d'Azur,Marseille - Agence BLANCARDE,2026-06-04T09:00:00+00:00,2026-06-04T11:00:00+00:00,
73093956,Retour en France : Les clefs d'une réinstallation réussie,"Vous avez eu une expérience à l'étranger ! Vous rentrez en france et vous ne savez pas comment débuter vos recherches d'emploi. Vous ressentez un décalage, vous avez perdu certains repères.","<p>Vous avez eu une expérience à l'étranger ! Vous rentrez en france et vous ne savez pas comment débuter vos recherches d'emploi. Vous ressentez un décalage, vous avez perdu certains repères. Nous vous proposons de participer à notre webinaire ""Retour en France : Les clefs d'une réinstallation réussie""</p> <p>Animé par des conseillers spécialisées sur les questions de mobilité internationale, ce webinaires sera l'occasion pour vous de bénéficier de conseils avisés pour aborder de façon optimale le march</p>",Marseille,Provence-Alpes-Côte d'Azur,Agence EMI Marseille,2026-06-02T12:00:00+00:00,2026-06-02T13:30:00+00:00,
18917238,Avec l'ADIE je finance mon projet d'entreprise *** réservé BLANCARDE***,Présentation de l'ADIE et ces dispositifs de micro crédit,<p>Présentation de l'ADIE et ces dispositifs de micro crédit</p>,Marseille,Provence-Alpes-Côte d'Azur,Marseille - Agence BLANCARDE,2026-05-28T10:00:00+00:00,2026-05-28T10:30:00+00:00,
65671995,Avec l'ADIE je finance mon projet d'entreprise *** réservé BLANCARDE***,Présentation de l'ADIE et ces dispositifs de micro crédit,<p>Présentation de l'ADIE et ces dispositifs de micro crédit</p>,Marseille,Provence-Alpes-Côte d'Azur,Marseille - Agence BLANCARDE,2026-05-28T09:30:00+00:00,2026-05-28T10:00:00+00:00,
15204921,Avec l'ADIE je finance mon projet d'entreprise *** réservé BLANCARDE***,Présentation de l'ADIE et ces dispositifs de micro crédit,<p>Présentation de l'ADIE et ces dispositifs de micro crédit</p>,Marseille,Provence-Alpes-Côte d'Azur,Marseille - Agence BLANCARDE,2026-05-28T09:00:00+00:00,2026-05-28T09:30:00+00:00,
59725309,INCUBATEUR pour accompagnement création d'entreprise- INTERFACE L'entreprenariat collaboratif,"Dispositif innovant d'accompagnement à la création d'entreprise qui permet de tester et de développer un projet d'entreprise en situation réelle , sans s'immatriculer.","<p>Dispositif innovant d'accompagnement à la création d'entreprise qui permet de tester et de développer un projet d'entreprise en situation réelle , sans s'immatriculer.</p> <p>Tester la viabilité et la rentabilité de votre projet au sein de la Couveuse. Vous ne savez pas si votre projet est viable ? Vous hésitez à vous lancer ? Interface vous propose de le tester et de l'aider à grandir à travers votre parcours dans la couveuse. En intégrant la couveuse Interface, vous serez par la suite accompagné dan</p>",Marseille,Provence-Alpes-Côte d'Azur,Marseille - Agence BLANCARDE,2026-05-28T08:30:00+00:00,2026-05-28T11:00:00+00:00,
1890989,Avec l'ADIE je finance mon projet d'entreprise *** réservé BLANCARDE***,Présentation de l'ADIE et ces dispositifs de micro crédit,<p>Présentation de l'ADIE et ces dispositifs de micro crédit</p>,Marseille,Provence-Alpes-Côte d'Azur,Marseille - Agence BLANCARDE,2026-05-28T08:30:00+00:00,2026-05-28T09:00:00+00:00,
22962126,Avec l'ADIE je finance mon projet d'entreprise *** réservé BLANCARDE***,Présentation de l'ADIE et ces dispositifs de micro crédit,<p>Présentation de l'ADIE et ces dispositifs de micro crédit</p>,Marseille,Provence-Alpes-Côte d'Azur,Marseille - Agence BLANCARDE,2026-05-28T08:00:00+00:00,2026-05-28T08:30:00+00:00,
24895815,Rendez-vous avez POSITIV (Accompagnement à la création d'entreprise),Rencontre individuelle avec Cynthia OUZAHRIR Conseillère Entrepreneuriat à POSITIV . Demande de conseils ou d'accompagnement dans le cadre d'un projet de création d'une entreprise.,"<p>Rencontre individuelle avec Cynthia OUZAHRIR Conseillère Entrepreneuriat à POSITIV . Demande de conseils ou d'accompagnement dans le cadre d'un projet de création d'une entreprise.</p> <p>Depuis sa création, la mission de Positiv est de défendre l'idée que le travail, salarié comme entrepreneurial, est l'étape nécessaire et préalable pour s'insérer socialement, économiquement et durablement dans la société. La mission de l'association est d'accompagner les personnes éloignées de l'emploi, quels que so</p>",Marseille,Provence-Alpes-Côte d'Azur,Agence MARSEILLE SAINT CHARLES,2026-05-27T14:30:00+00:00,2026-05-27T15:15:00+00:00,
45140427,Rendez-vous avez POSITIV (Accompagnement à la création d'entreprise),Rencontre individuelle avec Cynthia OUZAHRIR Conseillère Entrepreneuriat à POSITIV . Demande de conseils ou d'accompagnement dans le cadre d'un projet de création d'une entreprise.,"<p>Rencontre individuelle avec Cynthia OUZAHRIR Conseillère Entrepreneuriat à POSITIV . Demande de conseils ou d'accompagnement dans le cadre d'un projet de création d'une entreprise.</p> <p>Depuis sa création, la mission de Positiv est de défendre l'idée que le travail, salarié comme entrepreneurial, est l'étape nécessaire et préalable pour s'insérer socialement, économiquement et durablement dans la société. La mission de l'association est d'accompagner les personnes éloignées de l'emploi, quels que so</p>",Marseille,Provence-Alpes-Côte d'Azur,Agence MARSEILLE SAINT CHARLES,2026-05-27T13:45:00+00:00,2026-05-27T14:30:00+00:00,
6681742,Rendez-vous avez POSITIV (Accompagnement à la création d'entreprise),Rencontre individuelle avec Cynthia OUZAHRIR Conseillère Entrepreneuriat à POSITIV . Demande de conseils ou d'accompagnement dans le cadre d'un projet de création d'une entreprise.,"<p>Rencontre individuelle avec Cynthia OUZAHRIR Conseillère Entrepreneuriat à POSITIV . Demande de conseils ou d'accompagnement dans le cadre d'un projet de création d'une entreprise.</p> <p>Depuis sa création, la mission de Positiv est de défendre l'idée que le travail, salarié comme entrepreneurial, est l'étape nécessaire et préalable pour s'insérer socialement, économiquement et durablement dans la société. La mission de l'association est d'accompagner les personnes éloignées de l'emploi, quels que so</p>",Marseille,Provence-Alpes-Côte d'Azur,Agence MARSEILLE SAINT CHARLES,2026-05-27T13:00:00+00:00,2026-05-27T13:45:00+00:00,
92587554,Réunion EXPERT COMPTABLE,Vous êtes en projet de création d'entreprise ou avez déjà créé votre entreprise.,"<p>Vous êtes en projet de création d'entreprise ou avez déjà créé votre entreprise. Vous avez besoin de sécuriser votre projet sur le plan financier? c'est désormais possible dans votre agence France Travail. Venez partager un moment exclusif d'échange avec un expert-comptable et avoir toutes les explications sur le fonctionnement, avantages et inconvénients des différents statuts juridiques. Obtenez toutes les réponses à vos questions en une matinée !</p> <p>Atelier animé par un expert-comptable et un c</p>",Marseille,Provence-Alpes-Côte d'Azur,Agence MARSEILLE MOUREPIANE,2026-05-26T08:30:00+00:00,2026-05-26T11:00:00+00:00,
40855304,Augmenter la productivité des TPE et PME avec l'IA,"L’IA n’est pas réservée aux grandes entreprises ! Elle peut devenir un levier concret pour optimiser vos processus, réduire les tâches chronophages et libérer du temps pour ce qui compte vraiment.",<p>Au programme :</p> <p>Comprendre les bénéfices pratiques et accessibles de l’IA<br>Identifier les outils adaptés aux petites structures<br>Explorer des cas d’usage simples pour gagner en efficacité</p>,Marseille,Provence-Alpes-Côte d'Azur,Webinaire,2026-05-26T08:00:00+00:00,2026-05-26T09:00:00+00:00,
26584442,DETECTION DE POTENTIEL LOGISTIQUE : Etes vous fait pour les métiers du secteur Logistique ?,Vous souhaitez changer de voie ? Vous êtes attiré par un secteur et vous vous demandez s'il peut vous correspondre ? Vous ne savez pas vers quel secteur vous orienter ?,<p>Vous souhaitez changer de voie ? Vous êtes attiré par un secteur et vous vous demandez s'il peut vous correspondre ? Vous ne savez pas vers quel secteur vous orienter ? Participez à une session de Détection de Potentiel pour envisager votre avenir professionnel : - Rencontrez des professionnels du secteur - Découvrez les métiers et les opportunités d'emploi - Testez vos aptitudes avec des exercices de mises en situation - Bénéficiez de propositions concrètes immédiates (immersion professionnelle</p>,Marseille,Provence-Alpes-Côte d'Azur,Marseille - Agence CHATEAU-GOMBERT,2026-05-26T07:45:00+00:00,2026-05-26T11:00:00+00:00,
66403394,Performance musicale : « Collectif marseillais CABARAÏ» sur le site archéologique du Port antique,Nuit européenne des musées,"<p>Une proposition de La MaisonDAR et Les Écrans du Large, labellisée par la Saison Méditerranée 2026, qui réunit la jeunesse marseillaise et algérienne autour de la création documentaire et la musique.<br>Des sets qui mélangent mélodies diasporiques et riddims électroniques afro-caribéens, latinx, arabes et nord-africains. Au programme DJ + Host proposant des animations avec le public et un blind test raï.<br>Et tout au long de la soirée dans le site du Port antique, restauration food truck autour de la mer</p>",Marseille,Provence-Alpes-Côte d'Azur,Musée d'histoire de Marseille,2026-05-23T20:30:00+00:00,2026-05-23T21:30:00+00:00,Musée de France;Archéologie;Histoire
80343340,Projection ciné plein air: « Vidéos-Lettres TiLEM # 3»,Nuit européenne des musées,"<p>Une proposition de La MaisonDAR et Les Écrans du Large, labellisée par la Saison Méditerranée 2026, qui réunit la jeunesse marseillaise et algérienne autour de la création documentaire et la musique.</p> <p>Projection d’une sélection de ces croisements de regards où Marseille et Alger seront mis à l'honneur.<br>En présence des jeunes réalisateurs TiLEM des deux rives. Projection avec sous-titres darja.<br>Et tout au long de la soirée dans le site du Port antique, restauration food truck autour de la mer</p>",Marseille,Provence-Alpes-Côte d'Azur,Musée d'histoire de Marseille,2026-05-23T19:30:00+00:00,2026-05-23T21:00:00+00:00,Musée de France;Archéologie;Histoire
56590669,Visite : Périls en Méditerranée à l’époque moderne,Nuit européenne des musées,"<p>L’histoire du port de Marseille de la Renaissance à la Révolution Française est semée d’embûches. Piraterie, exploitation, épidémies… Les collections des Temps modernes nous racontent une histoire complexe de la ville-monde.<br>Accès libre dans la limite des places disponibles. Attention jauge limitée.</p>",Marseille,Provence-Alpes-Côte d'Azur,Musée d'histoire de Marseille,2026-05-23T19:00:00+00:00,2026-05-23T20:00:00+00:00,Musée de France;Archéologie;Histoire
49523656,Séance d'écoute sur transat du podcast « Cabaraï»,Nuit européenne des musées,"<p>Une proposition de La MaisonDAR et Les Écrans du Large, labellisée par la Saison Méditerranée 2026, qui réunit la jeunesse marseillaise et algérienne autour de la création documentaire et la musique.<br>Poursuivez le voyage Marseille/Alger en prenant place dans des transats, équipés d'un casque individuel pour écouter le podcast produit par Sonorama : «&nbsp;Cabaraï&nbsp;». En présence du collectif de musiciens CABARAÏ<br>Et tout au long de la soirée dans le site du Port antique, restauration food truck autour de la mer</p>",Marseille,Provence-Alpes-Côte d'Azur,Musée d'histoire de Marseille,2026-05-23T18:30:00+00:00,2026-05-23T19:30:00+00:00,Musée de France;Archéologie;Histoire
72685672,Visite : Des croisades et des échanges culturels,Nuit européenne des musées,"<p>Marseille passe par tous les statuts au Moyen-Âge. Ses échanges avec les royaumes méditerranéens, qu’ils soient guerriers, commerciaux ou artisanaux, changent son image et sa réputation au fil du temps.</p> <p>Accès libre dans la limite des places disponibles. Attention jauge limitée.</p>",Marseille,Provence-Alpes-Côte d'Azur,Musée d'histoire de Marseille,2026-05-23T18:30:00+00:00,2026-05-23T19:30:00+00:00,Musée de France;Archéologie;Histoire
9236904,ART NOUVEAU – ART DÉCO. Marseille au cœur des styles (8 mai 2026 – 25 avril 2027),Nuit européenne des musées,"<p>• <strong>A 20h et 22h&nbsp;: Iris le Fur</strong><br><strong>Poésie sonore d’une ligne&nbsp;: de la «&nbsp;Belle époque&nbsp;» aux «&nbsp;Années folles&nbsp;» (1871-1929)</strong><br>Spectacle sonore en déambulation dans le musée proposant le récit sonore de l’évolution de la ligne graphique dans les arts de la «&nbsp;Belle époque&nbsp;» aux «&nbsp;Années folles&nbsp;». Réinvestissant la culture musicale singulière de ces deux périodes historiques en y intégrant des textes poétiques et des pratiques de musiques actuelles, le spectacle transporte dans un parcours immersif. Il est question de ce passage entre les lignes courbes évoquant la flore de l’Art Nouveau, aux lignes géométriques reflétant l’émergence d’une industrie naissante de l’Art Déco.</p>",Marseille,Provence-Alpes-Côte d'Azur,"Château Borély - Musée des arts décoratifs, de la faïence et de la mode",2026-05-23T18:00:00+00:00,2026-05-23T20:00:00+00:00,"Musée de France;Monument historique;Arts décoratifs;Château, hôtel urbain, palais, manoir;Art moderne et contemporain;Insolites;Histoire"
47410557,"Visite-flash MARSEILLE VUE PAR LES DETAILLE, 164 ANS DE PHOTOGRAPHIES : Du Vieux-Port à la Joliette",Nuit européenne des musées,"<p>En pleine Révolution Industrielle, le Vieux-Port doit s’agrandir, se transformer et s’adapter à une nouvelle cadence. Les photographies de l’exposition Detaille nous dévoilent ces bouleversements et la création des bassins de la Joliette&nbsp;!<br>Sur réservation au plus tard la veille des activités&nbsp;: <a href=""mailto:musee-histoire@marseille.fr"">musee-histoire@marseille.fr</a></p>",Marseille,Provence-Alpes-Côte d'Azur,Musée d'histoire de Marseille,2026-05-23T18:00:00+00:00,2026-05-23T19:00:00+00:00,Musée de France;Archéologie;Histoire
20574651,atelier-démonstration de tournage de céramique,Nuit européenne des musées,"<p>De l’Antiquité à l’époque contemporaine, Marseille a toujours été une ville de potiers. Pour comprendre la technique de l’argile et ses étapes, le musée propose un atelier-démonstration de tour de potier, technique ancestrale et toujours d’actualité&nbsp;!<br>Accès libre dans la limite des places disponibles. Attention jauge limitée.</p>",Marseille,Provence-Alpes-Côte d'Azur,Musée d'histoire de Marseille,2026-05-23T18:00:00+00:00,2026-05-23T19:00:00+00:00,Musée de France;Archéologie;Histoire
